retailer,month,material,share,n_items,known_date,thin_sample
asos,2021-05,other,0.023306,37,2021-05-31,False
asos,2021-05,polyester,0.60103,37,2021-05-31,False
asos,2021-05,silk,0.0,37,2021-05-31,False
asos,2021-05,technical,0.007432,37,2021-05-31,False
asos,2021-05,viscose,0.1358,37,2021-05-31,False
asos,2021-05,wool,0.0,37,2021-05-31,False
asos,2021-06,cashmere,0.0,34,2021-06-30,False
asos,2021-06,cotton,0.306497,34,2021-06-30,False
asos,2021-06,denim,0.029412,34,2021-06-30,False
asos,2021-06,elastane,0.032866,34,2021-06-30,False
asos,2021-06,leather,0.063725,34,2021-06-30,False
asos,2021-06,linen,0.0,34,2021-06-30,False
asos,2021-06,nylon,0.054219,34,2021-06-30,False
asos,2021-06,other,0.083333,34,2021-06-30,False
asos,2021-06,polyester,0.36181,34,2021-06-30,False
asos,2021-06,silk,0.0,34,2021-06-30,False
asos,2021-06,technical,0.009804,34,2021-06-30,False
asos,2021-06,viscose,0.058333,34,2021-06-30,False
asos,2021-06,wool,0.0,34,2021-06-30,False
asos,2021-07,cashmere,0.0,18,2021-07-31,True
asos,2021-07,cotton,0.061111,18,2021-07-31,True
asos,2021-07,denim,0.055556,18,2021-07-31,True
asos,2021-07,elastane,0.011667,18,2021-07-31,True
asos,2021-07,leather,0.101852,18,2021-07-31,True
asos,2021-07,linen,0.0,18,2021-07-31,True
asos,2021-07,nylon,0.012778,18,2021-07-31,True
asos,2021-07,other,0.175926,18,2021-07-31,True
asos,2021-07,polyester,0.392778,18,2021-07-31,True
asos,2021-07,silk,0.0,18,2021-07-31,True
asos,2021-07,technical,0.0,18,2021-07-31,True
asos,2021-07,viscose,0.188333,18,2021-07-31,True
asos,2021-07,wool,0.0,18,2021-07-31,True
asos,2021-08,cashmere,0.0,34,2021-08-31,False
asos,2021-08,cotton,0.187738,34,2021-08-31,False
asos,2021-08,denim,0.0,34,2021-08-31,False
asos,2021-08,elastane,0.017053,34,2021-08-31,False
asos,2021-08,leather,0.093137,34,2021-08-31,False
asos,2021-08,linen,0.0,34,2021-08-31,False
asos,2021-08,nylon,0.022909,34,2021-08-31,False
asos,2021-08,other,0.247899,34,2021-08-31,False
asos,2021-08,polyester,0.337828,34,2021-08-31,False
asos,2021-08,silk,0.0,34,2021-08-31,False
asos,2021-08,technical,0.051671,34,2021-08-31,False
asos,2021-08,viscose,0.041765,34,2021-08-31,False
asos,2021-08,wool,0.0,34,2021-08-31,False
asos,2021-09,cashmere,0.0,36,2021-09-30,False
asos,2021-09,cotton,0.103056,36,2021-09-30,False
asos,2021-09,denim,0.0,36,2021-09-30,False
asos,2021-09,elastane,0.002778,36,2021-09-30,False
asos,2021-09,leather,0.180556,36,2021-09-30,False
asos,2021-09,linen,0.0,36,2021-09-30,False
asos,2021-09,nylon,0.0,36,2021-09-30,False
asos,2021-09,other,0.343519,36,2021-09-30,False
asos,2021-09,polyester,0.341667,36,2021-09-30,False
asos,2021-09,silk,0.0,36,2021-09-30,False
asos,2021-09,technical,0.007593,36,2021-09-30,False
asos,2021-09,viscose,0.0125,36,2021-09-30,False
asos,2021-09,wool,0.008333,36,2021-09-30,False
asos,2021-10,cashmere,0.0,37,2021-10-31,False
asos,2021-10,cotton,0.169196,37,2021-10-31,False
asos,2021-10,denim,0.0,37,2021-10-31,False
asos,2021-10,elastane,0.027454,37,2021-10-31,False
asos,2021-10,leather,0.031532,37,2021-10-31,False
asos,2021-10,linen,0.007297,37,2021-10-31,False
asos,2021-10,nylon,0.181892,37,2021-10-31,False
asos,2021-10,other,0.093739,37,2021-10-31,False
asos,2021-10,polyester,0.343006,37,2021-10-31,False
asos,2021-10,silk,0.0,37,2021-10-31,False
asos,2021-10,technical,0.040541,37,2021-10-31,False
asos,2021-10,viscose,0.105344,37,2021-10-31,False
asos,2021-10,wool,0.0,37,2021-10-31,False
asos,2021-11,cashmere,0.0,38,2021-11-30,False
asos,2021-11,cotton,0.105,38,2021-11-30,False
asos,2021-11,denim,0.026316,38,2021-11-30,False
asos,2021-11,elastane,0.011787,38,2021-11-30,False
asos,2021-11,leather,0.039474,38,2021-11-30,False
asos,2021-11,linen,0.0,38,2021-11-30,False
asos,2021-11,nylon,0.011857,38,2021-11-30,False
asos,2021-11,other,0.088346,38,2021-11-30,False
asos,2021-11,polyester,0.595467,38,2021-11-30,False
asos,2021-11,silk,0.0,38,2021-11-30,False
asos,2021-11,technical,0.02193,38,2021-11-30,False
asos,2021-11,viscose,0.096667,38,2021-11-30,False
asos,2021-11,wool,0.003158,38,2021-11-30,False
asos,2021-12,cashmere,0.0,39,2021-12-31,False
asos,2021-12,cotton,0.287857,39,2021-12-31,False
asos,2021-12,denim,0.025641,39,2021-12-31,False
asos,2021-12,elastane,0.016527,39,2021-12-31,False
asos,2021-12,leather,0.034188,39,2021-12-31,False
asos,2021-12,linen,0.0,39,2021-12-31,False
asos,2021-12,nylon,0.028462,39,2021-12-31,False
asos,2021-12,other,0.157863,39,2021-12-31,False
asos,2021-12,polyester,0.347924,39,2021-12-31,False
asos,2021-12,silk,0.0,39,2021-12-31,False
asos,2021-12,technical,0.029915,39,2021-12-31,False
asos,2021-12,viscose,0.045983,39,2021-12-31,False
asos,2021-12,wool,0.025641,39,2021-12-31,False
asos,2022-01,cashmere,0.0,19,2022-01-31,True
asos,2022-01,cotton,0.254737,19,2022-01-31,True
asos,2022-01,denim,0.0,19,2022-01-31,True
asos,2022-01,elastane,0.001053,19,2022-01-31,True
asos,2022-01,leather,0.04386,19,2022-01-31,True
asos,2022-01,linen,0.0,19,2022-01-31,True
asos,2022-01,nylon,0.010526,19,2022-01-31,True
asos,2022-01,other,0.45614,19,2022-01-31,True
asos,2022-01,polyester,0.223158,19,2022-01-31,True
asos,2022-01,silk,0.0,19,2022-01-31,True
asos,2022-01,technical,0.0,19,2022-01-31,True
asos,2022-01,viscose,0.010526,19,2022-01-31,True
asos,2022-01,wool,0.0,19,2022-01-31,True
asos,2022-02,cashmere,0.0,37,2022-02-28,False
asos,2022-02,cotton,0.256054,37,2022-02-28,False
asos,2022-02,denim,0.027027,37,2022-02-28,False
asos,2022-02,elastane,0.009459,37,2022-02-28,False
asos,2022-02,leather,0.005829,37,2022-02-28,False
asos,2022-02,linen,0.0,37,2022-02-28,False
asos,2022-02,nylon,0.046757,37,2022-02-28,False
asos,2022-02,other,0.100436,37,2022-02-28,False
asos,2022-02,polyester,0.510572,37,2022-02-28,False
asos,2022-02,silk,0.0,37,2022-02-28,False
asos,2022-02,technical,0.014003,37,2022-02-28,False
asos,2022-02,viscose,0.029862,37,2022-02-28,False
asos,2022-02,wool,0.0,37,2022-02-28,False
asos,2022-03,cashmere,0.0,7,2022-03-31,True
asos,2022-03,cotton,0.0,7,2022-03-31,True
asos,2022-03,denim,0.0,7,2022-03-31,True
asos,2022-03,elastane,0.005714,7,2022-03-31,True
asos,2022-03,leather,0.095238,7,2022-03-31,True
asos,2022-03,linen,0.0,7,2022-03-31,True
asos,2022-03,nylon,0.071429,7,2022-03-31,True
asos,2022-03,other,0.190476,7,2022-03-31,True
asos,2022-03,polyester,0.528571,7,2022-03-31,True
asos,2022-03,silk,0.0,7,2022-03-31,True
asos,2022-03,technical,0.0,7,2022-03-31,True
asos,2022-03,viscose,0.108571,7,2022-03-31,True
asos,2022-03,wool,0.0,7,2022-03-31,True
asos,2022-04,cashmere,0.0,39,2022-04-30,False
asos,2022-04,cotton,0.191051,39,2022-04-30,False
asos,2022-04,denim,0.287906,39,2022-04-30,False
asos,2022-04,elastane,0.021037,39,2022-04-30,False
asos,2022-04,leather,0.02091,39,2022-04-30,False
asos,2022-04,linen,0.0,39,2022-04-30,False
asos,2022-04,nylon,0.020401,39,2022-04-30,False
asos,2022-04,other,0.067764,39,2022-04-30,False
asos,2022-04,polyester,0.323623,39,2022-04-30,False
asos,2022-04,silk,0.0,39,2022-04-30,False
asos,2022-04,technical,0.018115,39,2022-04-30,False
asos,2022-04,viscose,0.049193,39,2022-04-30,False
asos,2022-04,wool,0.0,39,2022-04-30,False
asos,2022-07,cashmere,0.0,19,2022-07-31,True
asos,2022-07,cotton,0.239474,19,2022-07-31,True
asos,2022-07,denim,0.0,19,2022-07-31,True
asos,2022-07,elastane,0.030526,19,2022-07-31,True
asos,2022-07,leather,0.078947,19,2022-07-31,True
asos,2022-07,linen,0.0,19,2022-07-31,True
asos,2022-07,nylon,0.037368,19,2022-07-31,True
asos,2022-07,other,0.165789,19,2022-07-31,True
asos,2022-07,polyester,0.379474,19,2022-07-31,True
asos,2022-07,silk,0.0,19,2022-07-31,True
asos,2022-07,technical,0.0,19,2022-07-31,True
asos,2022-07,viscose,0.052632,19,2022-07-31,True
asos,2022-07,wool,0.015789,19,2022-07-31,True
asos,2022-10,cashmere,0.0,38,2022-10-31,False
asos,2022-10,cotton,0.250188,38,2022-10-31,False
asos,2022-10,denim,0.052632,38,2022-10-31,False
asos,2022-10,elastane,0.030249,38,2022-10-31,False
asos,2022-10,leather,0.013158,38,2022-10-31,False
asos,2022-10,linen,0.0,38,2022-10-31,False
asos,2022-10,nylon,0.0,38,2022-10-31,False
asos,2022-10,other,0.063947,38,2022-10-31,False
asos,2022-10,polyester,0.474826,38,2022-10-31,False
asos,2022-10,silk,0.0,38,2022-10-31,False
asos,2022-10,technical,0.064474,38,2022-10-31,False
asos,2022-10,viscose,0.050526,38,2022-10-31,False
asos,2022-10,wool,0.0,38,2022-10-31,False
asos,2022-11,cashmere,0.0,40,2022-11-30,False
asos,2022-11,cotton,0.172143,40,2022-11-30,False
asos,2022-11,denim,0.0,40,2022-11-30,False
asos,2022-11,elastane,0.027404,40,2022-11-30,False
asos,2022-11,leather,0.0125,40,2022-11-30,False
asos,2022-11,linen,0.01375,40,2022-11-30,False
asos,2022-11,nylon,0.042954,40,2022-11-30,False
asos,2022-11,other,0.0605,40,2022-11-30,False
asos,2022-11,polyester,0.560417,40,2022-11-30,False
asos,2022-11,silk,0.0,40,2022-11-30,False
asos,2022-11,technical,0.082083,40,2022-11-30,False
asos,2022-11,viscose,0.02825,40,2022-11-30,False
asos,2022-11,wool,0.0,40,2022-11-30,False
asos,2022-12,cashmere,0.0,39,2022-12-31,False
asos,2022-12,cotton,0.186723,39,2022-12-31,False
asos,2022-12,denim,0.0,39,2022-12-31,False
asos,2022-12,elastane,0.036255,39,2022-12-31,False
asos,2022-12,leather,0.102564,39,2022-12-31,False
asos,2022-12,linen,0.0,39,2022-12-31,False
asos,2022-12,nylon,0.035439,39,2022-12-31,False
asos,2022-12,other,0.153846,39,2022-12-31,False
asos,2022-12,polyester,0.449275,39,2022-12-31,False
asos,2022-12,silk,0.0,39,2022-12-31,False
asos,2022-12,technical,0.0,39,2022-12-31,False
asos,2022-12,viscose,0.035897,39,2022-12-31,False
asos,2022-12,wool,0.0,39,2022-12-31,False
asos,2023-01,cashmere,0.0,17,2023-01-31,True
asos,2023-01,cotton,0.035294,17,2023-01-31,True
asos,2023-01,denim,0.114706,17,2023-01-31,True
asos,2023-01,elastane,0.011146,17,2023-01-31,True
asos,2023-01,leather,0.0,17,2023-01-31,True
asos,2023-01,linen,0.0,17,2023-01-31,True
asos,2023-01,nylon,0.054334,17,2023-01-31,True
asos,2023-01,other,0.294118,17,2023-01-31,True
asos,2023-01,polyester,0.40805,17,2023-01-31,True
asos,2023-01,silk,0.0,17,2023-01-31,True
asos,2023-01,technical,0.0,17,2023-01-31,True
asos,2023-01,viscose,0.082353,17,2023-01-31,True
asos,2023-01,wool,0.0,17,2023-01-31,True
asos,2023-02,cashmere,0.0,35,2023-02-28,False
asos,2023-02,cotton,0.149131,35,2023-02-28,False
asos,2023-02,denim,0.0,35,2023-02-28,False
asos,2023-02,elastane,0.027438,35,2023-02-28,False
asos,2023-02,leather,0.085457,35,2023-02-28,False
asos,2023-02,linen,0.0,35,2023-02-28,False
asos,2023-02,nylon,0.092155,35,2023-02-28,False
asos,2023-02,other,0.103583,35,2023-02-28,False
asos,2023-02,polyester,0.434443,35,2023-02-28,False
asos,2023-02,silk,0.0,35,2023-02-28,False
asos,2023-02,technical,0.049507,35,2023-02-28,False
asos,2023-02,viscose,0.058286,35,2023-02-28,False
asos,2023-02,wool,0.0,35,2023-02-28,False
asos,2023-03,cashmere,0.0,39,2023-03-31,False
asos,2023-03,cotton,0.229805,39,2023-03-31,False
asos,2023-03,denim,0.067949,39,2023-03-31,False
asos,2023-03,elastane,0.013724,39,2023-03-31,False
asos,2023-03,leather,0.060897,39,2023-03-31,False
asos,2023-03,linen,0.0,39,2023-03-31,False
asos,2023-03,nylon,0.024359,39,2023-03-31,False
asos,2023-03,other,0.074368,39,2023-03-31,False
asos,2023-03,polyester,0.435308,39,2023-03-31,False
asos,2023-03,silk,0.0,39,2023-03-31,False
asos,2023-03,technical,0.041026,39,2023-03-31,False
asos,2023-03,viscose,0.052564,39,2023-03-31,False
asos,2023-03,wool,0.0,39,2023-03-31,False
asos,2023-04,cashmere,0.0,36,2023-04-30,False
asos,2023-04,cotton,0.203003,36,2023-04-30,False
asos,2023-04,denim,0.027222,36,2023-04-30,False
asos,2023-04,elastane,0.009656,36,2023-04-30,False
asos,2023-04,leather,0.027778,36,2023-04-30,False
asos,2023-04,linen,0.007361,36,2023-04-30,False
asos,2023-04,nylon,0.024444,36,2023-04-30,False
asos,2023-04,other,0.141389,36,2023-04-30,False
asos,2023-04,polyester,0.468729,36,2023-04-30,False
asos,2023-04,silk,0.0,36,2023-04-30,False
asos,2023-04,technical,0.013889,36,2023-04-30,False
asos,2023-04,viscose,0.074306,36,2023-04-30,False
asos,2023-04,wool,0.002222,36,2023-04-30,False
asos,2023-05,cashmere,0.0,34,2023-05-31,False
asos,2023-05,cotton,0.168824,34,2023-05-31,False
asos,2023-05,denim,0.058824,34,2023-05-31,False
asos,2023-05,elastane,0.009118,34,2023-05-31,False
asos,2023-05,leather,0.053922,34,2023-05-31,False
asos,2023-05,linen,0.0,34,2023-05-31,False
asos,2023-05,nylon,0.0,34,2023-05-31,False
asos,2023-05,other,0.343137,34,2023-05-31,False
asos,2023-05,polyester,0.316471,34,2023-05-31,False
asos,2023-05,silk,0.0,34,2023-05-31,False
asos,2023-05,technical,0.044118,34,2023-05-31,False
asos,2023-05,viscose,0.005588,34,2023-05-31,False
asos,2023-05,wool,0.0,34,2023-05-31,False
asos,2023-07,cashmere,0.0,19,2023-07-31,True
asos,2023-07,cotton,0.243158,19,2023-07-31,True
asos,2023-07,denim,0.0,19,2023-07-31,True
asos,2023-07,elastane,0.0,19,2023-07-31,True
asos,2023-07,leather,0.122807,19,2023-07-31,True
asos,2023-07,linen,0.0,19,2023-07-31,True
asos,2023-07,nylon,0.0,19,2023-07-31,True
asos,2023-07,other,0.47614,19,2023-07-31,True
asos,2023-07,polyester,0.157895,19,2023-07-31,True
asos,2023-07,silk,0.0,19,2023-07-31,True
asos,2023-07,technical,0.0,19,2023-07-31,True
asos,2023-07,viscose,0.0,19,2023-07-31,True
asos,2023-07,wool,0.0,19,2023-07-31,True
asos,2024-01,cashmere,0.0,17,2024-01-31,True
asos,2024-01,cotton,0.080439,17,2024-01-31,True
asos,2024-01,denim,0.0,17,2024-01-31,True
asos,2024-01,elastane,0.0,17,2024-01-31,True
asos,2024-01,leather,0.115385,17,2024-01-31,True
asos,2024-01,linen,0.0,17,2024-01-31,True
asos,2024-01,nylon,0.008824,17,2024-01-31,True
asos,2024-01,other,0.531674,17,2024-01-31,True
asos,2024-01,polyester,0.203091,17,2024-01-31,True
asos,2024-01,silk,0.0,17,2024-01-31,True
asos,2024-01,technical,0.029412,17,2024-01-31,True
asos,2024-01,viscose,0.031176,17,2024-01-31,True
asos,2024-01,wool,0.0,17,2024-01-31,True
asos,2024-07,cashmere,0.0,18,2024-07-31,True
asos,2024-07,cotton,0.143333,18,2024-07-31,True
asos,2024-07,denim,0.0,18,2024-07-31,True
asos,2024-07,elastane,0.005556,18,2024-07-31,True
asos,2024-07,leather,0.111111,18,2024-07-31,True
asos,2024-07,linen,0.0,18,2024-07-31,True
asos,2024-07,nylon,0.111667,18,2024-07-31,True
asos,2024-07,other,0.555556,18,2024-07-31,True
asos,2024-07,polyester,0.072778,18,2024-07-31,True
asos,2024-07,silk,0.0,18,2024-07-31,True
asos,2024-07,technical,0.0,18,2024-07-31,True
asos,2024-07,viscose,0.0,18,2024-07-31,True
asos,2024-07,wool,0.0,18,2024-07-31,True
asos,2025-01,cashmere,0.0,19,2025-01-31,True
asos,2025-01,cotton,0.052632,19,2025-01-31,True
asos,2025-01,denim,0.0,19,2025-01-31,True
asos,2025-01,elastane,0.003684,19,2025-01-31,True
asos,2025-01,leather,0.236842,19,2025-01-31,True
asos,2025-01,linen,0.0,19,2025-01-31,True
asos,2025-01,nylon,0.052632,19,2025-01-31,True
asos,2025-01,other,0.394737,19,2025-01-31,True
asos,2025-01,polyester,0.243684,19,2025-01-31,True
asos,2025-01,silk,0.0,19,2025-01-31,True
asos,2025-01,technical,0.0,19,2025-01-31,True
asos,2025-01,viscose,0.015789,19,2025-01-31,True
asos,2025-01,wool,0.0,19,2025-01-31,True
asos,2025-07,cashmere,0.0,19,2025-07-31,True
asos,2025-07,cotton,0.094737,19,2025-07-31,True
asos,2025-07,denim,0.052632,19,2025-07-31,True
asos,2025-07,elastane,0.01,19,2025-07-31,True
asos,2025-07,leather,0.263158,19,2025-07-31,True
asos,2025-07,linen,0.0,19,2025-07-31,True
asos,2025-07,nylon,0.048947,19,2025-07-31,True
asos,2025-07,other,0.368421,19,2025-07-31,True
asos,2025-07,polyester,0.162105,19,2025-07-31,True
asos,2025-07,silk,0.0,19,2025-07-31,True
asos,2025-07,technical,0.0,19,2025-07-31,True
asos,2025-07,viscose,0.0,19,2025-07-31,True
asos,2025-07,wool,0.0,19,2025-07-31,True
hm,2016-01,cashmere,0.0,28,2016-01-31,True
hm,2016-01,cotton,0.460357,28,2016-01-31,True
hm,2016-01,denim,0.0,28,2016-01-31,True
hm,2016-01,elastane,0.006786,28,2016-01-31,True
hm,2016-01,leather,0.035714,28,2016-01-31,True
hm,2016-01,linen,0.0,28,2016-01-31,True
hm,2016-01,nylon,0.016964,28,2016-01-31,True
hm,2016-01,other,0.125,28,2016-01-31,True
hm,2016-01,polyester,0.182857,28,2016-01-31,True
hm,2016-01,silk,0.0,28,2016-01-31,True
hm,2016-01,technical,0.061607,28,2016-01-31,True
hm,2016-01,viscose,0.107143,28,2016-01-31,True
hm,2016-01,wool,0.003571,28,2016-01-31,True
hm,2016-02,cashmere,0.0,26,2016-02-29,True
hm,2016-02,cotton,0.328462,26,2016-02-29,True
hm,2016-02,denim,0.0,26,2016-02-29,True
hm,2016-02,elastane,0.013077,26,2016-02-29,True
hm,2016-02,leather,0.038462,26,2016-02-29,True
hm,2016-02,linen,0.0,26,2016-02-29,True
hm,2016-02,nylon,0.040385,26,2016-02-29,True
hm,2016-02,other,0.09,26,2016-02-29,True
hm,2016-02,polyester,0.198654,26,2016-02-29,True
hm,2016-02,silk,0.0,26,2016-02-29,True
hm,2016-02,technical,0.115385,26,2016-02-29,True
hm,2016-02,viscose,0.175577,26,2016-02-29,True
hm,2016-02,wool,0.0,26,2016-02-29,True
hm,2016-03,cashmere,0.0,25,2016-03-31,True
hm,2016-03,cotton,0.4706,25,2016-03-31,True
hm,2016-03,denim,0.0,25,2016-03-31,True
hm,2016-03,elastane,0.062,25,2016-03-31,True
hm,2016-03,leather,0.0,25,2016-03-31,True
hm,2016-03,linen,0.0,25,2016-03-31,True
hm,2016-03,nylon,0.0284,25,2016-03-31,True
hm,2016-03,other,0.0432,25,2016-03-31,True
hm,2016-03,polyester,0.354,25,2016-03-31,True
hm,2016-03,silk,0.0,25,2016-03-31,True
hm,2016-03,technical,0.0,25,2016-03-31,True
hm,2016-03,viscose,0.0418,25,2016-03-31,True
hm,2016-03,wool,0.0,25,2016-03-31,True
hm,2016-04,cashmere,0.0,27,2016-04-30,True
hm,2016-04,cotton,0.617037,27,2016-04-30,True
hm,2016-04,denim,0.0,27,2016-04-30,True
hm,2016-04,elastane,0.028519,27,2016-04-30,True
hm,2016-04,leather,0.0,27,2016-04-30,True
hm,2016-04,linen,0.0,27,2016-04-30,True
hm,2016-04,nylon,0.0,27,2016-04-30,True
hm,2016-04,other,0.074074,27,2016-04-30,True
hm,2016-04,polyester,0.244815,27,2016-04-30,True
hm,2016-04,silk,0.0,27,2016-04-30,True
hm,2016-04,technical,0.0,27,2016-04-30,True
hm,2016-04,viscose,0.035556,27,2016-04-30,True
hm,2016-04,wool,0.0,27,2016-04-30,True
hm,2016-05,cashmere,0.0,22,2016-05-31,True
hm,2016-05,cotton,0.471591,22,2016-05-31,True
hm,2016-05,denim,0.0,22,2016-05-31,True
hm,2016-05,elastane,0.008636,22,2016-05-31,True
hm,2016-05,leather,0.0,22,2016-05-31,True
hm,2016-05,linen,0.045455,22,2016-05-31,True
hm,2016-05,nylon,0.016136,22,2016-05-31,True
hm,2016-05,other,0.045455,22,2016-05-31,True
hm,2016-05,polyester,0.140682,22,2016-05-31,True
hm,2016-05,silk,0.0,22,2016-05-31,True
hm,2016-05,technical,0.090909,22,2016-05-31,True
hm,2016-05,viscose,0.181136,22,2016-05-31,True
hm,2016-05,wool,0.0,22,2016-05-31,True
hm,2016-06,cashmere,0.0,17,2016-06-30,True
hm,2016-06,cotton,0.617353,17,2016-06-30,True
hm,2016-06,denim,0.0,17,2016-06-30,True
hm,2016-06,elastane,0.027353,17,2016-06-30,True
hm,2016-06,leather,0.0,17,2016-06-30,True
hm,2016-06,linen,0.0,17,2016-06-30,True
hm,2016-06,nylon,0.0,17,2016-06-30,True
hm,2016-06,other,0.176471,17,2016-06-30,True
hm,2016-06,polyester,0.12,17,2016-06-30,True
hm,2016-06,silk,0.0,17,2016-06-30,True
hm,2016-06,technical,0.0,17,2016-06-30,True
hm,2016-06,viscose,0.058824,17,2016-06-30,True
hm,2016-06,wool,0.0,17,2016-06-30,True
hm,2016-07,cashmere,0.0,35,2016-07-31,False
hm,2016-07,cotton,0.585714,35,2016-07-31,False
hm,2016-07,denim,0.049714,35,2016-07-31,False
hm,2016-07,elastane,0.033143,35,2016-07-31,False
hm,2016-07,leather,0.0,35,2016-07-31,False
hm,2016-07,linen,0.0,35,2016-07-31,False
hm,2016-07,nylon,0.0,35,2016-07-31,False
hm,2016-07,other,0.022,35,2016-07-31,False
hm,2016-07,polyester,0.121143,35,2016-07-31,False
hm,2016-07,silk,0.0,35,2016-07-31,False
hm,2016-07,technical,0.028571,35,2016-07-31,False
hm,2016-07,viscose,0.102571,35,2016-07-31,False
hm,2016-07,wool,0.057143,35,2016-07-31,False
hm,2016-08,cashmere,0.0,35,2016-08-31,False
hm,2016-08,cotton,0.574286,35,2016-08-31,False
hm,2016-08,denim,0.169,35,2016-08-31,False
hm,2016-08,elastane,0.030571,35,2016-08-31,False
hm,2016-08,leather,0.0,35,2016-08-31,False
hm,2016-08,linen,0.0,35,2016-08-31,False
hm,2016-08,nylon,0.072857,35,2016-08-31,False
hm,2016-08,other,0.057143,35,2016-08-31,False
hm,2016-08,polyester,0.094714,35,2016-08-31,False
hm,2016-08,silk,0.0,35,2016-08-31,False
hm,2016-08,technical,0.0,35,2016-08-31,False
hm,2016-08,viscose,0.001429,35,2016-08-31,False
hm,2016-08,wool,0.0,35,2016-08-31,False
hm,2016-09,cashmere,0.0,9,2016-09-30,True
hm,2016-09,cotton,0.389444,9,2016-09-30,True
hm,2016-09,denim,0.0,9,2016-09-30,True
hm,2016-09,elastane,0.037778,9,2016-09-30,True
hm,2016-09,leather,0.0,9,2016-09-30,True
hm,2016-09,linen,0.0,9,2016-09-30,True
hm,2016-09,nylon,0.065,9,2016-09-30,True
hm,2016-09,other,0.06,9,2016-09-30,True
hm,2016-09,polyester,0.381111,9,2016-09-30,True
hm,2016-09,silk,0.0,9,2016-09-30,True
hm,2016-09,technical,0.0,9,2016-09-30,True
hm,2016-09,viscose,0.066667,9,2016-09-30,True
hm,2016-09,wool,0.0,9,2016-09-30,True
hm,2016-10,cashmere,0.0,12,2016-10-31,True
hm,2016-10,cotton,0.449583,12,2016-10-31,True
hm,2016-10,denim,0.164167,12,2016-10-31,True
hm,2016-10,elastane,0.017083,12,2016-10-31,True
hm,2016-10,leather,0.0,12,2016-10-31,True
hm,2016-10,linen,0.083333,12,2016-10-31,True
hm,2016-10,nylon,0.0,12,2016-10-31,True
hm,2016-10,other,0.083333,12,2016-10-31,True
hm,2016-10,polyester,0.115,12,2016-10-31,True
hm,2016-10,silk,0.0,12,2016-10-31,True
hm,2016-10,technical,0.083333,12,2016-10-31,True
hm,2016-10,viscose,0.004167,12,2016-10-31,True
hm,2016-10,wool,0.0,12,2016-10-31,True
hm,2016-11,cashmere,0.0,35,2016-11-30,False
hm,2016-11,cotton,0.395857,35,2016-11-30,False
hm,2016-11,denim,0.207,35,2016-11-30,False
hm,2016-11,elastane,0.020429,35,2016-11-30,False
hm,2016-11,leather,0.0,35,2016-11-30,False
