date,material,nowcast_z,direction,tickers
2021-10-01,viscose,0.1472,flat,LNZ.VI
2021-11-01,cotton,-2.0645,short,CT=F
2021-11-01,denim,0.0189,flat,CT=F
2021-11-01,leather,-0.361,flat,LE=F
2021-11-01,nylon,1.6956,long,3402.T;CL=F
2021-11-01,polyester,-1.4723,short,IVL.BK;3402.T;RELIANCE.NS;CL=F
2021-11-01,technical,1.1901,long,3402.T
2021-11-01,viscose,0.0458,flat,LNZ.VI
2021-12-01,cotton,-0.2721,flat,CT=F
2021-12-01,denim,-1.2854,short,CT=F
2021-12-01,leather,-0.6946,flat,LE=F
2021-12-01,nylon,-1.7578,short,3402.T;CL=F
2021-12-01,polyester,1.495,long,IVL.BK;3402.T;RELIANCE.NS;CL=F
2021-12-01,technical,0.9053,flat,3402.T
2021-12-01,viscose,-0.27,flat,LNZ.VI
2022-01-01,cotton,0.4691,flat,CT=F
2022-01-01,denim,-2.2911,short,CT=F
2022-01-01,leather,-0.7484,flat,LE=F
2022-01-01,nylon,0.8851,flat,3402.T;CL=F
2022-01-01,polyester,-0.4386,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2022-01-01,technical,0.8805,flat,3402.T
2022-01-01,viscose,-1.0539,short,LNZ.VI
2022-02-01,cotton,-0.0683,flat,CT=F
2022-02-01,denim,-0.6228,flat,CT=F
2022-02-01,leather,-0.6239,flat,LE=F
2022-02-01,nylon,-0.3261,flat,3402.T;CL=F
2022-02-01,polyester,0.713,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2022-02-01,technical,1.1914,long,3402.T
2022-02-01,viscose,1.788,long,LNZ.VI
2022-03-01,cotton,1.8972,long,CT=F
2022-03-01,denim,-1.6179,short,CT=F
2022-03-01,leather,-1.0091,short,LE=F
2022-03-01,nylon,-0.477,flat,3402.T;CL=F
2022-03-01,polyester,0.5696,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2022-03-01,technical,-0.4037,flat,3402.T
2022-03-01,viscose,-1.3575,short,LNZ.VI
2022-04-01,cotton,-0.0709,flat,CT=F
2022-04-01,denim,0.3211,flat,CT=F
2022-04-01,leather,-0.6879,flat,LE=F
2022-04-01,nylon,-1.4719,short,3402.T;CL=F
2022-04-01,polyester,0.8173,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2022-04-01,technical,2.7241,long,3402.T
2022-04-01,viscose,0.5215,flat,LNZ.VI
2022-05-01,cotton,-0.1275,flat,CT=F
2022-05-01,denim,5.8921,long,CT=F
2022-05-01,leather,-0.6084,flat,LE=F
2022-05-01,nylon,-1.3408,short,3402.T;CL=F
2022-05-01,polyester,0.6675,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2022-05-01,technical,0.0066,flat,3402.T
2022-05-01,viscose,-0.4685,flat,LNZ.VI
2022-06-01,cotton,0.2829,flat,CT=F
2022-06-01,denim,0.3672,flat,CT=F
2022-06-01,leather,-0.6158,flat,LE=F
2022-06-01,nylon,0.9625,flat,3402.T;CL=F
2022-06-01,polyester,0.9454,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2022-06-01,technical,0.3721,flat,3402.T
2022-06-01,viscose,0.3673,flat,LNZ.VI
2022-07-01,cotton,-0.8412,flat,CT=F
2022-07-01,denim,1.2716,long,CT=F
2022-07-01,leather,-0.737,flat,LE=F
2022-07-01,nylon,0.4598,flat,3402.T;CL=F
2022-07-01,polyester,1.4858,long,IVL.BK;3402.T;RELIANCE.NS;CL=F
2022-07-01,technical,0.0715,flat,3402.T
2022-07-01,viscose,1.0013,long,LNZ.VI
2022-08-01,cotton,-0.1039,flat,CT=F
2022-08-01,denim,-0.8748,flat,CT=F
2022-08-01,leather,-0.3097,flat,LE=F
2022-08-01,nylon,0.1656,flat,3402.T;CL=F
2022-08-01,polyester,-0.1594,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2022-08-01,technical,-1.4217,short,3402.T
2022-08-01,viscose,0.7364,flat,LNZ.VI
2022-09-01,cotton,-0.3277,flat,CT=F
2022-09-01,denim,-0.3348,flat,CT=F
2022-09-01,leather,-0.5709,flat,LE=F
2022-09-01,nylon,0.2855,flat,3402.T;CL=F
2022-09-01,polyester,0.3636,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2022-09-01,technical,-0.7312,flat,3402.T
2022-09-01,viscose,0.5158,flat,LNZ.VI
2022-10-01,cotton,0.7243,flat,CT=F
2022-10-01,denim,-0.0395,flat,CT=F
2022-10-01,leather,-0.1298,flat,LE=F
2022-10-01,nylon,0.7149,flat,3402.T;CL=F
2022-10-01,polyester,-0.6765,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2022-10-01,technical,-0.3737,flat,3402.T
2022-10-01,viscose,-0.1824,flat,LNZ.VI
2022-11-01,cotton,0.5108,flat,CT=F
2022-11-01,denim,-0.5391,flat,CT=F
2022-11-01,leather,-0.4091,flat,LE=F
2022-11-01,nylon,-0.9625,flat,3402.T;CL=F
2022-11-01,polyester,0.58,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2022-11-01,technical,2.1874,long,3402.T
2022-11-01,viscose,2.0488,long,LNZ.VI
2022-12-01,cotton,-1.3759,short,CT=F
2022-12-01,denim,-0.6803,flat,CT=F
2022-12-01,leather,1.4493,long,LE=F
2022-12-01,nylon,0.5813,flat,3402.T;CL=F
2022-12-01,polyester,2.9775,long,IVL.BK;3402.T;RELIANCE.NS;CL=F
2022-12-01,technical,3.6727,long,3402.T
2022-12-01,viscose,0.262,flat,LNZ.VI
2023-01-01,cotton,0.118,flat,CT=F
2023-01-01,denim,-0.9886,flat,CT=F
2023-01-01,leather,6.3639,long,LE=F
2023-01-01,nylon,-1.1246,short,3402.T;CL=F
2023-01-01,polyester,-0.1064,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2023-01-01,technical,-1.8996,short,3402.T
2023-01-01,viscose,-0.9848,flat,LNZ.VI
2023-02-01,cotton,-1.3336,short,CT=F
2023-02-01,denim,0.1653,flat,CT=F
2023-02-01,leather,-0.4494,flat,LE=F
2023-02-01,nylon,0.2166,flat,3402.T;CL=F
2023-02-01,polyester,0.1382,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2023-02-01,technical,-0.0643,flat,3402.T
2023-02-01,viscose,0.3212,flat,LNZ.VI
2023-03-01,cotton,-1.5105,short,CT=F
2023-03-01,denim,-1.0293,short,CT=F
2023-03-01,leather,3.2315,long,LE=F
2023-03-01,nylon,0.3637,flat,3402.T;CL=F
2023-03-01,polyester,-2.7081,short,IVL.BK;3402.T;RELIANCE.NS;CL=F
2023-03-01,technical,0.4151,flat,3402.T
2023-03-01,viscose,-1.223,short,LNZ.VI
2023-04-01,cotton,0.6065,flat,CT=F
2023-04-01,denim,-0.4241,flat,CT=F
2023-04-01,leather,0.6419,flat,LE=F
2023-04-01,nylon,0.6439,flat,3402.T;CL=F
2023-04-01,polyester,0.064,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2023-04-01,technical,0.7393,flat,3402.T
2023-04-01,viscose,-0.4265,flat,LNZ.VI
2023-05-01,cotton,1.4734,long,CT=F
2023-05-01,denim,-0.9394,flat,CT=F
2023-05-01,leather,-0.1892,flat,LE=F
2023-05-01,nylon,-0.5098,flat,3402.T;CL=F
2023-05-01,polyester,0.6725,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2023-05-01,technical,-0.064,flat,3402.T
2023-05-01,viscose,2.434,long,LNZ.VI
2023-06-01,cotton,0.5581,flat,CT=F
2023-06-01,denim,0.2256,flat,CT=F
2023-06-01,leather,1.5083,long,LE=F
2023-06-01,nylon,-1.9806,short,3402.T;CL=F
2023-06-01,polyester,-1.9955,short,IVL.BK;3402.T;RELIANCE.NS;CL=F
2023-06-01,technical,0.1234,flat,3402.T
2023-06-01,viscose,-1.9798,short,LNZ.VI
2023-07-01,cotton,0.4953,flat,CT=F
2023-07-01,denim,-0.8057,flat,CT=F
2023-07-01,leather,0.6113,flat,LE=F
2023-07-01,nylon,-1.9602,short,3402.T;CL=F
2023-07-01,polyester,0.0777,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2023-07-01,technical,-1.2774,short,3402.T
2023-07-01,viscose,1.0338,long,LNZ.VI
2023-08-01,cotton,0.9838,flat,CT=F
2023-08-01,denim,0.1017,flat,CT=F
2023-08-01,leather,0.8069,flat,LE=F
2023-08-01,nylon,-1.6771,short,3402.T;CL=F
2023-08-01,polyester,1.3699,long,IVL.BK;3402.T;RELIANCE.NS;CL=F
2023-08-01,technical,-0.9598,flat,3402.T
2023-08-01,viscose,-1.3425,short,LNZ.VI
2023-09-01,cotton,0.0304,flat,CT=F
2023-09-01,denim,0.8903,flat,CT=F
2023-09-01,leather,-0.7836,flat,LE=F
2023-09-01,nylon,-0.8673,flat,3402.T;CL=F
2023-09-01,polyester,0.3034,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2023-09-01,technical,0.0973,flat,3402.T
2023-09-01,viscose,0.0668,flat,LNZ.VI
2023-10-01,cotton,-0.2072,flat,CT=F
2023-10-01,denim,3.5647,long,CT=F
2023-10-01,leather,0.151,flat,LE=F
2023-10-01,nylon,2.5871,long,3402.T;CL=F
2023-10-01,polyester,-2.5599,short,IVL.BK;3402.T;RELIANCE.NS;CL=F
2023-10-01,technical,-0.5618,flat,3402.T
2023-10-01,viscose,-1.6253,short,LNZ.VI
2023-11-01,cotton,-0.7838,flat,CT=F
2023-11-01,denim,1.961,long,CT=F
2023-11-01,leather,-1.1268,short,LE=F
2023-11-01,nylon,0.0362,flat,3402.T;CL=F
2023-11-01,polyester,0.7826,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2023-11-01,technical,-0.152,flat,3402.T
2023-11-01,viscose,-0.5015,flat,LNZ.VI
2023-12-01,cotton,-1.2608,short,CT=F
2023-12-01,denim,-0.4736,flat,CT=F
2023-12-01,leather,-1.4648,short,LE=F
2023-12-01,nylon,-0.0498,flat,3402.T;CL=F
2023-12-01,polyester,1.5516,long,IVL.BK;3402.T;RELIANCE.NS;CL=F
2023-12-01,technical,-0.9382,flat,3402.T
2023-12-01,viscose,0.6621,flat,LNZ.VI
2024-01-01,cotton,-0.3732,flat,CT=F
2024-01-01,denim,-0.4023,flat,CT=F
2024-01-01,leather,-0.4269,flat,LE=F
2024-01-01,nylon,1.0769,long,3402.T;CL=F
2024-01-01,polyester,-0.1925,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2024-01-01,technical,0.0971,flat,3402.T
2024-01-01,viscose,-0.7005,flat,LNZ.VI
2024-02-01,cotton,-0.7438,flat,CT=F
2024-02-01,denim,-0.1936,flat,CT=F
2024-02-01,leather,0.5425,flat,LE=F
2024-02-01,nylon,-1.1808,short,3402.T;CL=F
2024-02-01,polyester,0.6014,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2024-02-01,technical,-0.4247,flat,3402.T
2024-02-01,viscose,0.6273,flat,LNZ.VI
2024-03-01,cotton,-1.3936,short,CT=F
2024-03-01,denim,-0.1672,flat,CT=F
2024-03-01,leather,1.8723,long,LE=F
2024-03-01,nylon,-0.6562,flat,3402.T;CL=F
2024-03-01,polyester,-1.4486,short,IVL.BK;3402.T;RELIANCE.NS;CL=F
2024-03-01,technical,0.0969,flat,3402.T
2024-03-01,viscose,-0.3394,flat,LNZ.VI
2024-04-01,cotton,-0.4634,flat,CT=F
2024-04-01,denim,-1.0019,short,CT=F
2024-04-01,leather,5.0951,long,LE=F
2024-04-01,nylon,-0.5256,flat,3402.T;CL=F
2024-04-01,polyester,-0.3874,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2024-04-01,technical,0.7921,flat,3402.T
2024-04-01,viscose,-1.2952,short,LNZ.VI
2024-05-01,cotton,-0.9298,flat,CT=F
2024-05-01,denim,1.0755,long,CT=F
2024-05-01,leather,-0.4363,flat,LE=F
2024-05-01,nylon,0.6901,flat,3402.T;CL=F
2024-05-01,polyester,0.467,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2024-05-01,technical,3.1807,long,3402.T
2024-05-01,viscose,-1.6613,short,LNZ.VI
2024-06-01,cotton,-1.1873,short,CT=F
2024-06-01,denim,0.3284,flat,CT=F
2024-06-01,leather,-0.204,flat,LE=F
2024-06-01,nylon,0.0297,flat,3402.T;CL=F
2024-06-01,polyester,0.0536,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2024-06-01,technical,0.595,flat,3402.T
2024-06-01,viscose,-0.1349,flat,LNZ.VI
2024-07-01,cotton,-0.4534,flat,CT=F
2024-07-01,denim,1.2617,long,CT=F
2024-07-01,leather,-0.0036,flat,LE=F
2024-07-01,nylon,0.9093,flat,3402.T;CL=F
2024-07-01,polyester,0.108,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2024-07-01,technical,-1.2981,short,3402.T
2024-07-01,viscose,0.7364,flat,LNZ.VI
2024-08-01,cotton,0.931,flat,CT=F
2024-08-01,denim,-0.1739,flat,CT=F
2024-08-01,leather,-0.0448,flat,LE=F
2024-08-01,nylon,0.7432,flat,3402.T;CL=F
2024-08-01,polyester,-1.1773,short,IVL.BK;3402.T;RELIANCE.NS;CL=F
2024-08-01,technical,2.2639,long,3402.T
2024-08-01,viscose,-0.4163,flat,LNZ.VI
2024-09-01,cotton,4.489,long,CT=F
2024-09-01,denim,0.5336,flat,CT=F
2024-09-01,leather,-0.9328,flat,LE=F
2024-09-01,nylon,-0.6266,flat,3402.T;CL=F
2024-09-01,polyester,-0.4715,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2024-09-01,technical,-1.4503,short,3402.T
2024-09-01,viscose,0.3304,flat,LNZ.VI
2024-10-01,cotton,1.4547,long,CT=F
2024-10-01,denim,-0.7482,flat,CT=F
2024-10-01,leather,1.155,long,LE=F
2024-10-01,nylon,-2.0528,short,3402.T;CL=F
2024-10-01,polyester,1.684,long,IVL.BK;3402.T;RELIANCE.NS;CL=F
2024-10-01,technical,-0.6151,flat,3402.T
2024-10-01,viscose,-1.8623,short,LNZ.VI
2024-11-01,cotton,-0.9158,flat,CT=F
2024-11-01,denim,0.254,flat,CT=F
2024-11-01,leather,-0.8597,flat,LE=F
2024-11-01,nylon,1.2326,long,3402.T;CL=F
2024-11-01,polyester,0.9037,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2024-11-01,technical,3.322,long,3402.T
2024-11-01,viscose,0.9611,flat,LNZ.VI
2024-12-01,cotton,1.647,long,CT=F
2024-12-01,denim,-2.3709,short,CT=F
2024-12-01,leather,0.1201,flat,LE=F
2024-12-01,nylon,0.4915,flat,3402.T;CL=F
2024-12-01,polyester,0.119,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2024-12-01,technical,0.834,flat,3402.T
2024-12-01,viscose,0.7516,flat,LNZ.VI
2025-01-01,cotton,-1.4527,short,CT=F
2025-01-01,denim,-0.3808,flat,CT=F
2025-01-01,leather,0.8718,flat,LE=F
2025-01-01,nylon,-0.5423,flat,3402.T;CL=F
2025-01-01,polyester,-0.1909,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2025-01-01,technical,2.0949,long,3402.T
2025-01-01,viscose,1.482,long,LNZ.VI
2025-02-01,cotton,0.8579,flat,CT=F
2025-02-01,denim,-0.3628,flat,CT=F
2025-02-01,leather,0.8065,flat,LE=F
2025-02-01,nylon,0.6131,flat,3402.T;CL=F
2025-02-01,polyester,-0.6535,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2025-02-01,technical,-0.0405,flat,3402.T
2025-02-01,viscose,-1.793,short,LNZ.VI
2025-03-01,cotton,-0.6594,flat,CT=F
2025-03-01,denim,-0.2935,flat,CT=F
2025-03-01,leather,3.4375,long,LE=F
2025-03-01,nylon,-0.5392,flat,3402.T;CL=F
2025-03-01,polyester,-1.1576,short,IVL.BK;3402.T;RELIANCE.NS;CL=F
2025-03-01,technical,-0.0999,flat,3402.T
2025-03-01,viscose,-0.2585,flat,LNZ.VI
2025-04-01,cotton,-2.0245,short,CT=F
2025-04-01,denim,-1.9499,short,CT=F
2025-04-01,leather,4.745,long,LE=F
2025-04-01,nylon,0.9083,flat,3402.T;CL=F
2025-04-01,polyester,-1.958,short,IVL.BK;3402.T;RELIANCE.NS;CL=F
2025-04-01,technical,-1.8024,short,3402.T
2025-04-01,viscose,-1.5456,short,LNZ.VI
2025-05-01,cotton,-1.6323,short,CT=F
2025-05-01,denim,-1.4713,short,CT=F
2025-05-01,leather,3.3606,long,LE=F
2025-05-01,nylon,0.4494,flat,3402.T;CL=F
2025-05-01,polyester,-2.6614,short,IVL.BK;3402.T;RELIANCE.NS;CL=F
2025-05-01,technical,-1.0272,short,3402.T
2025-05-01,viscose,-0.4914,flat,LNZ.VI
2025-06-01,cotton,-0.3035,flat,CT=F
2025-06-01,denim,0.368,flat,CT=F
2025-06-01,leather,0.1902,flat,LE=F
2025-06-01,nylon,-0.1508,flat,3402.T;CL=F
2025-06-01,polyester,1.1644,long,IVL.BK;3402.T;RELIANCE.NS;CL=F
2025-06-01,technical,-0.2154,flat,3402.T
2025-06-01,viscose,-1.1083,short,LNZ.VI
2025-07-01,cotton,-0.7437,flat,CT=F
2025-07-01,denim,3.0209,long,CT=F
2025-07-01,leather,-0.7188,flat,LE=F
2025-07-01,nylon,-0.5175,flat,3402.T;CL=F
2025-07-01,polyester,1.8134,long,IVL.BK;3402.T;RELIANCE.NS;CL=F
2025-07-01,technical,-0.1882,flat,3402.T
2025-07-01,viscose,-0.086,flat,LNZ.VI
2025-08-01,cotton,-1.2604,short,CT=F
2025-08-01,denim,-0.8901,flat,CT=F
2025-08-01,leather,0.5008,flat,LE=F
2025-08-01,nylon,0.2645,flat,3402.T;CL=F
2025-08-01,polyester,-0.2964,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2025-08-01,technical,-0.8302,flat,3402.T
2025-08-01,viscose,0.9045,flat,LNZ.VI
2025-09-01,cotton,-0.8572,flat,CT=F
2025-09-01,denim,0.5665,flat,CT=F
2025-09-01,leather,0.0818,flat,LE=F
2025-09-01,nylon,5.7021,long,3402.T;CL=F
2025-09-01,polyester,-0.6077,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2025-09-01,technical,-0.8527,flat,3402.T
2025-09-01,viscose,1.2448,long,LNZ.VI
2025-10-01,cotton,-0.3725,flat,CT=F
2025-10-01,denim,-0.7205,flat,CT=F
2025-10-01,leather,0.8997,flat,LE=F
2025-10-01,nylon,-1.5448,short,3402.T;CL=F
2025-10-01,polyester,-0.2551,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2025-10-01,technical,-0.0039,flat,3402.T
2025-10-01,viscose,-0.4262,flat,LNZ.VI
2025-11-01,cotton,-0.7556,flat,CT=F
2025-11-01,denim,-0.6876,flat,CT=F
2025-11-01,leather,0.6964,flat,LE=F
2025-11-01,nylon,-0.6863,flat,3402.T;CL=F
2025-11-01,polyester,0.1947,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2025-11-01,technical,-1.0786,short,3402.T
2025-11-01,viscose,-0.7676,flat,LNZ.VI
2025-12-01,cotton,-0.3395,flat,CT=F
2025-12-01,denim,-0.5831,flat,CT=F
2025-12-01,leather,0.6475,flat,LE=F
2025-12-01,nylon,2.1201,long,3402.T;CL=F
2025-12-01,polyester,-0.2261,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2025-12-01,technical,-0.846,flat,3402.T
2025-12-01,viscose,-1.6028,short,LNZ.VI
2026-01-01,cotton,-1.3364,short,CT=F
2026-01-01,denim,-1.0188,short,CT=F
2026-01-01,leather,1.5789,long,LE=F
2026-01-01,nylon,-0.4518,flat,3402.T;CL=F
2026-01-01,polyester,-0.8287,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2026-01-01,technical,-0.6653,flat,3402.T
2026-01-01,viscose,-1.2907,short,LNZ.VI
2026-02-01,cotton,-1.3364,short,CT=F
2026-02-01,denim,-1.0188,short,CT=F
2026-02-01,leather,1.5789,long,LE=F
2026-02-01,nylon,-0.4518,flat,3402.T;CL=F
2026-02-01,polyester,-0.8287,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2026-02-01,technical,-0.6653,flat,3402.T
2026-02-01,viscose,-1.2907,short,LNZ.VI
2026-03-01,cotton,-1.3364,short,CT=F
2026-03-01,denim,-1.0188,short,CT=F
2026-03-01,leather,1.5789,long,LE=F
2026-03-01,nylon,-0.4518,flat,3402.T;CL=F
2026-03-01,polyester,-0.8287,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2026-03-01,technical,-0.6653,flat,3402.T
2026-03-01,viscose,-1.2907,short,LNZ.VI
2026-04-01,cotton,-1.3364,short,CT=F
2026-04-01,denim,-1.0188,short,CT=F
2026-04-01,leather,1.5789,long,LE=F
2026-04-01,nylon,-0.4518,flat,3402.T;CL=F
2026-04-01,polyester,-0.8287,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2026-04-01,technical,-0.6653,flat,3402.T
2026-04-01,viscose,-1.2907,short,LNZ.VI
2026-05-01,cotton,-1.3364,short,CT=F
2026-05-01,denim,-1.0188,short,CT=F
2026-05-01,leather,1.5789,long,LE=F
2026-05-01,nylon,-0.4518,flat,3402.T;CL=F
2026-05-01,polyester,-0.8287,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2026-05-01,technical,-0.6653,flat,3402.T
2026-05-01,viscose,-1.2907,short,LNZ.VI
2026-06-01,cotton,-1.3364,short,CT=F
2026-06-01,denim,-1.0188,short,CT=F
2026-06-01,leather,1.5789,long,LE=F
2026-06-01,nylon,-0.4518,flat,3402.T;CL=F
2026-06-01,polyester,-0.8287,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2026-06-01,technical,-0.6653,flat,3402.T
2026-06-01,viscose,-1.2907,short,LNZ.VI
2026-07-01,cotton,-1.3364,short,CT=F
2026-07-01,denim,-1.0188,short,CT=F
2026-07-01,leather,1.5789,long,LE=F
2026-07-01,nylon,-0.4518,flat,3402.T;CL=F
2026-07-01,polyester,-0.8287,flat,IVL.BK;3402.T;RELIANCE.NS;CL=F
2026-07-01,technical,-0.6653,flat,3402.T
2026-07-01,viscose,-1.2907,short,LNZ.VI
